Snap_Date,Store_Name,Store_Division,Tool_Brand,Major_Business_Unit,Tool_Category,Expert_Level,Week_Sales_SPT,Annual_Sales_SPT,Supply_Weeks,Week_ID,Year_ID,Series
2022-05-16,Lowes,Air Tools and Compressors,White & Cutter,BRU,Accessories,Consumer,77.1,2995.94,6.042553191,20,2021,Lowes-Air Tools and Compressors-White & Cutter-BRU-Accessories-Consumer
2022-05-23,Lowes,Air Tools and Compressors,White & Cutter,BRU,Accessories,Consumer,53.99,3049.93,8.2,21,2021,Lowes-Air Tools and Compressors-White & Cutter-BRU-Accessories-Consumer
2022-05-30,Lowes,Air Tools and Compressors,White & Cutter,BRU,Accessories,Consumer,188.95,3238.88,7.764705882,22,2021,Lowes-Air Tools and Compressors-White & Cutter-BRU-Accessories-Consumer
2022-06-06,Lowes,Air Tools and Compressors,White & Cutter,BRU,Accessories,Consumer,0,3238.88,29.77777778,23,2021,Lowes-Air Tools and Compressors-White & Cutter-BRU-Accessories-Consumer
2022-06-13,Lowes,Air Tools and Compressors,White & Cutter,BRU,Accessories,Consumer,161.66,3400.54,19.83333333,24,2021,Lowes-Air Tools and Compressors-White & Cutter-BRU-Accessories-Consumer
2022-06-20,Lowes,Air Tools and Compressors,White & Cutter,BRU,Accessories,Consumer,7633.3,192240.06,19.66310433,25,2021,Lowes-Air Tools and Compressors-White & Cutter-BRU-Accessories-Consumer
2022-06-27,Lowes,Air Tools and Compressors,White & Cutter,BRU,Accessories,Consumer,7543.05,199783.11,19.46638983,26,2021,Lowes-Air Tools and Compressors-White & Cutter-BRU-Accessories-Consumer
2022-07-04,Lowes,Air Tools and Compressors,White & Cutter,BRU,Accessories,Consumer,7347.44,207130.55,19.1248074,27,2021,Lowes-Air Tools and Compressors-White & Cutter-BRU-Accessories-Consumer
2022-07-11,Lowes,Air Tools and Compressors,White & Cutter,BRU,Accessories,Consumer,7501.78,214632.33,18.97457187,28,2021,Lowes-Air Tools and Compressors-White & Cutter-BRU-Accessories-Consumer
2022-07-18,Lowes,Air Tools and Compressors,White & Cutter,BRU,Accessories,Consumer,75.92,3853.02,31.78947368,29,2021,Lowes-Air Tools and Compressors-White & Cutter-BRU-Accessories-Consumer
2022-07-25,Lowes,Air Tools and Compressors,White & Cutter,BRU,Accessories,Consumer,7781.47,229577.93,18.44339623,30,2021,Lowes-Air Tools and Compressors-White & Cutter-BRU-Accessories-Consumer
2022-08-01,Lowes,Air Tools and Compressors,White & Cutter,BRU,Accessories,Consumer,0,3853.02,62,31,2021,Lowes-Air Tools and Compressors-White & Cutter-BRU-Accessories-Consumer
2022-08-08,Lowes,Air Tools and Compressors,White & Cutter,BRU,Accessories,Consumer,6396.58,242972.4,18.89091411,32,2021,Lowes-Air Tools and Compressors-White & Cutter-BRU-Accessories-Consumer
2022-08-15,Lowes,Air Tools and Compressors,White & Cutter,BRU,Accessories,Consumer,6796.63,249769.03,18.53077137,33,2021,Lowes-Air Tools and Compressors-White & Cutter-BRU-Accessories-Consumer
2022-08-22,Lowes,Air Tools and Compressors,White & Cutter,BRU,Accessories,Consumer,0,3853.02,0,34,2021,Lowes-Air Tools and Compressors-White & Cutter-BRU-Accessories-Consumer
2022-08-29,Lowes,Air Tools and Compressors,White & Cutter,BRU,Accessories,Consumer,0,3853.02,0,35,2021,Lowes-Air Tools and Compressors-White & Cutter-BRU-Accessories-Consumer
2022-09-05,Lowes,Air Tools and Compressors,White & Cutter,BRU,Accessories,Consumer,3.96,3856.98,472,36,2021,Lowes-Air Tools and Compressors-White & Cutter-BRU-Accessories-Consumer
2022-09-12,Lowes,Air Tools and Compressors,White & Cutter,BRU,Accessories,Consumer,6129.53,275755.15,18.08680248,37,2021,Lowes-Air Tools and Compressors-White & Cutter-BRU-Accessories-Consumer
2022-09-19,Lowes,Air Tools and Compressors,White & Cutter,BRU,Accessories,Consumer,5774.64,281529.79,17.8296837,38,2021,Lowes-Air Tools and Compressors-White & Cutter-BRU-Accessories-Consumer
2022-09-26,Lowes,Air Tools and Compressors,White & Cutter,BRU,Accessories,Consumer,0,3856.98,372,39,2021,Lowes-Air Tools and Compressors-White & Cutter-BRU-Accessories-Consumer
2022-10-03,Lowes,Air Tools and Compressors,White & Cutter,BRU,Accessories,Consumer,5494.58,292849.47,20.00400267,40,2021,Lowes-Air Tools and Compressors-White & Cutter-BRU-Accessories-Consumer
2022-10-10,Lowes,Air Tools and Compressors,White & Cutter,BRU,Accessories,Consumer,6062.86,298912.33,20.58950202,41,2021,Lowes-Air Tools and Compressors-White & Cutter-BRU-Accessories-Consumer
2022-10-17,Lowes,Air Tools and Compressors,White & Cutter,BRU,Accessories,Consumer,6427.66,305339.99,20.7254902,42,2021,Lowes-Air Tools and Compressors-White & Cutter-BRU-Accessories-Consumer
2022-10-24,Lowes,Air Tools and Compressors,White & Cutter,BRU,Accessories,Consumer,4.69,3861.67,377.3333333,43,2021,Lowes-Air Tools and Compressors-White & Cutter-BRU-Accessories-Consumer
2022-10-31,Lowes,Air Tools and Compressors,White & Cutter,BRU,Accessories,Consumer,4841.19,315175.04,21.73768217,44,2021,Lowes-Air Tools and Compressors-White & Cutter-BRU-Accessories-Consumer
2022-11-07,Lowes,Air Tools and Compressors,White & Cutter,BRU,Accessories,Consumer,5950.93,321125.97,22.28272981,45,2021,Lowes-Air Tools and Compressors-White & Cutter-BRU-Accessories-Consumer
2022-11-14,Lowes,Air Tools and Compressors,White & Cutter,BRU,Accessories,Consumer,5826.84,326952.81,23.12815051,46,2021,Lowes-Air Tools and Compressors-White & Cutter-BRU-Accessories-Consumer
2022-11-21,Lowes,Air Tools and Compressors,White & Cutter,BRU,Accessories,Consumer,0,3861.67,0,47,2021,Lowes-Air Tools and Compressors-White & Cutter-BRU-Accessories-Consumer
2022-11-28,Lowes,Air Tools and Compressors,White & Cutter,BRU,Accessories,Consumer,5130.56,337105.63,23.20529801,48,2021,Lowes-Air Tools and Compressors-White & Cutter-BRU-Accessories-Consumer
2022-12-05,Lowes,Air Tools and Compressors,White & Cutter,BRU,Accessories,Consumer,0,3861.67,0,49,2021,Lowes-Air Tools and Compressors-White & Cutter-BRU-Accessories-Consumer
2022-12-12,Lowes,Air Tools and Compressors,White & Cutter,BRU,Accessories,Consumer,-4.98,3856.69,-524,50,2021,Lowes-Air Tools and Compressors-White & Cutter-BRU-Accessories-Consumer
2022-12-19,Lowes,Air Tools and Compressors,White & Cutter,BRU,Accessories,Consumer,5384.6,352948.18,25.11006175,51,2021,Lowes-Air Tools and Compressors-White & Cutter-BRU-Accessories-Consumer
2022-12-26,Lowes,Air Tools and Compressors,White & Cutter,BRU,Accessories,Consumer,4772.97,357721.15,27.29117647,52,2021,Lowes-Air Tools and Compressors-White & Cutter-BRU-Accessories-Consumer
2023-01-02,Lowes,Air Tools and Compressors,White & Cutter,BRU,Accessories,Consumer,4510.21,4510.21,29.15521822,1,2022,Lowes-Air Tools and Compressors-White & Cutter-BRU-Accessories-Consumer
2023-01-09,Lowes,Air Tools and Compressors,White & Cutter,BRU,Accessories,Consumer,5305.09,9815.3,30.06885998,2,2022,Lowes-Air Tools and Compressors-White & Cutter-BRU-Accessories-Consumer
2023-01-16,Lowes,Air Tools and Compressors,White & Cutter,BRU,Accessories,Consumer,0,0,0,3,2022,Lowes-Air Tools and Compressors-White & Cutter-BRU-Accessories-Consumer
2023-01-23,Lowes,Air Tools and Compressors,White & Cutter,BRU,Accessories,Consumer,4749.17,19060.63,30.34755625,4,2022,Lowes-Air Tools and Compressors-White & Cutter-BRU-Accessories-Consumer
2023-01-30,Lowes,Air Tools and Compressors,White & Cutter,BRU,Accessories,Consumer,4893.6,23954.23,28.01005386,5,2022,Lowes-Air Tools and Compressors-White & Cutter-BRU-Accessories-Consumer
2023-02-06,Lowes,Air Tools and Compressors,White & Cutter,BRU,Accessories,Consumer,5583.53,29537.76,23.87460013,6,2022,Lowes-Air Tools and Compressors-White & Cutter-BRU-Accessories-Consumer
2023-02-13,Lowes,Air Tools and Compressors,White & Cutter,BRU,Accessories,Consumer,5819.7,35357.46,18.06290616,7,2022,Lowes-Air Tools and Compressors-White & Cutter-BRU-Accessories-Consumer
2023-02-20,Lowes,Air Tools and Compressors,White & Cutter,BRU,Accessories,Consumer,7215.3,42572.76,11.81779904,8,2022,Lowes-Air Tools and Compressors-White & Cutter-BRU-Accessories-Consumer
2023-02-27,Lowes,Air Tools and Compressors,White & Cutter,BRU,Accessories,Consumer,7215.72,49788.48,7.708033485,9,2022,Lowes-Air Tools and Compressors-White & Cutter-BRU-Accessories-Consumer
2023-03-06,Lowes,Air Tools and Compressors,White & Cutter,BRU,Accessories,Consumer,6588.8,56377.28,5.607201724,10,2022,Lowes-Air Tools and Compressors-White & Cutter-BRU-Accessories-Consumer
2023-03-13,Lowes,Air Tools and Compressors,White & Cutter,BRU,Accessories,Consumer,0,0,0,11,2022,Lowes-Air Tools and Compressors-White & Cutter-BRU-Accessories-Consumer
2023-03-20,Lowes,Air Tools and Compressors,White & Cutter,BRU,Accessories,Consumer,0,0,0,12,2022,Lowes-Air Tools and Compressors-White & Cutter-BRU-Accessories-Consumer
2023-03-27,Lowes,Air Tools and Compressors,White & Cutter,BRU,Accessories,Consumer,0,0,0,13,2022,Lowes-Air Tools and Compressors-White & Cutter-BRU-Accessories-Consumer
2023-04-03,Lowes,Air Tools and Compressors,White & Cutter,BRU,Accessories,Consumer,0,0,0,14,2022,Lowes-Air Tools and Compressors-White & Cutter-BRU-Accessories-Consumer
2023-04-10,Lowes,Air Tools and Compressors,White & Cutter,BRU,Accessories,Consumer,3007.46,77592.84,3.277874733,15,2022,Lowes-Air Tools and Compressors-White & Cutter-BRU-Accessories-Consumer
2023-04-17,Lowes,Air Tools and Compressors,White & Cutter,BRU,Accessories,Consumer,0,0,0,16,2022,Lowes-Air Tools and Compressors-White & Cutter-BRU-Accessories-Consumer
2023-04-24,Lowes,Air Tools and Compressors,White & Cutter,BRU,Accessories,Consumer,0,0,0,17,2022,Lowes-Air Tools and Compressors-White & Cutter-BRU-Accessories-Consumer
2023-05-01,Lowes,Air Tools and Compressors,White & Cutter,BRU,Accessories,Consumer,0,0,0,18,2022,Lowes-Air Tools and Compressors-White & Cutter-BRU-Accessories-Consumer
2023-05-08,Lowes,Air Tools and Compressors,White & Cutter,BRU,Accessories,Consumer,1195.94,84423.21,3.175748273,19,2022,Lowes-Air Tools and Compressors-White & Cutter-BRU-Accessories-Consumer
2023-05-15,Lowes,Air Tools and Compressors,White & Cutter,BRU,Accessories,Consumer,890.18,85313.39,3.240295749,20,2022,Lowes-Air Tools and Compressors-White & Cutter-BRU-Accessories-Consumer
2023-05-22,Lowes,Air Tools and Compressors,White & Cutter,BRU,Accessories,Consumer,619.66,85933.05,3.935283136,21,2022,Lowes-Air Tools and Compressors-White & Cutter-BRU-Accessories-Consumer
2023-05-29,Lowes,Air Tools and Compressors,White & Cutter,BRU,Accessories,Consumer,632.19,86565.24,4.708860759,22,2022,Lowes-Air Tools and Compressors-White & Cutter-BRU-Accessories-Consumer
2023-06-05,Lowes,Air Tools and Compressors,White & Cutter,BRU,Accessories,Consumer,320.23,86885.47,6.518857143,23,2022,Lowes-Air Tools and Compressors-White & Cutter-BRU-Accessories-Consumer
2023-06-12,Lowes,Air Tools and Compressors,White & Cutter,BRU,Accessories,Consumer,0,0,0,24,2022,Lowes-Air Tools and Compressors-White & Cutter-BRU-Accessories-Consumer
2023-06-19,Lowes,Air Tools and Compressors,White & Cutter,BRU,Accessories,Consumer,0,0,0,25,2022,Lowes-Air Tools and Compressors-White & Cutter-BRU-Accessories-Consumer
2023-06-26,Lowes,Air Tools and Compressors,White & Cutter,BRU,Accessories,Consumer,311.95,87962.13,12.42597403,26,2022,Lowes-Air Tools and Compressors-White & Cutter-BRU-Accessories-Consumer
2023-07-03,Lowes,Air Tools and Compressors,White & Cutter,BRU,Accessories,Consumer,351.56,88313.69,13.50877193,27,2022,Lowes-Air Tools and Compressors-White & Cutter-BRU-Accessories-Consumer
2023-07-10,Lowes,Air Tools and Compressors,White & Cutter,BRU,Accessories,Consumer,258.86,88572.55,17.14074074,28,2022,Lowes-Air Tools and Compressors-White & Cutter-BRU-Accessories-Consumer
2023-07-17,Lowes,Air Tools and Compressors,White & Cutter,BRU,Accessories,Consumer,389.58,88962.13,18.39330544,29,2022,Lowes-Air Tools and Compressors-White & Cutter-BRU-Accessories-Consumer
2023-07-24,Lowes,Air Tools and Compressors,White & Cutter,BRU,Accessories,Consumer,0,-4.98,0,30,2022,Lowes-Air Tools and Compressors-White & Cutter-BRU-Accessories-Consumer
2023-07-31,Lowes,Air Tools and Compressors,White & Cutter,BRU,Accessories,Consumer,0,-4.98,1100,31,2022,Lowes-Air Tools and Compressors-White & Cutter-BRU-Accessories-Consumer
2023-08-07,Lowes,Air Tools and Compressors,White & Cutter,BRU,Accessories,Consumer,254.86,89762.33,17.43005181,32,2022,Lowes-Air Tools and Compressors-White & Cutter-BRU-Accessories-Consumer
2023-08-14,Lowes,Air Tools and Compressors,White & Cutter,BRU,Accessories,Consumer,235.31,89997.64,17.31843575,33,2022,Lowes-Air Tools and Compressors-White & Cutter-BRU-Accessories-Consumer
2023-08-21,Lowes,Air Tools and Compressors,White & Cutter,BRU,Accessories,Consumer,0,-4.98,0,34,2022,Lowes-Air Tools and Compressors-White & Cutter-BRU-Accessories-Consumer
2023-08-28,Lowes,Air Tools and Compressors,White & Cutter,BRU,Accessories,Consumer,198.29,90383.35,17.44785276,35,2022,Lowes-Air Tools and Compressors-White & Cutter-BRU-Accessories-Consumer
2023-09-04,Lowes,Air Tools and Compressors,White & Cutter,BRU,Accessories,Consumer,0,-4.98,0,36,2022,Lowes-Air Tools and Compressors-White & Cutter-BRU-Accessories-Consumer
2023-09-11,Lowes,Air Tools and Compressors,White & Cutter,BRU,Accessories,Consumer,165.72,90750.14,0.9110764431,37,2022,Lowes-Air Tools and Compressors-White & Cutter-BRU-Accessories-Consumer
2023-09-18,Lowes,Air Tools and Compressors,White & Cutter,BRU,Accessories,Consumer,0,-4.98,0,38,2022,Lowes-Air Tools and Compressors-White & Cutter-BRU-Accessories-Consumer
2023-09-25,Lowes,Air Tools and Compressors,White & Cutter,BRU,Accessories,Consumer,0,-4.98,0,39,2022,Lowes-Air Tools and Compressors-White & Cutter-BRU-Accessories-Consumer
2023-10-02,Lowes,Air Tools and Compressors,White & Cutter,BRU,Accessories,Consumer,123.78,91154.63,7.08,40,2022,Lowes-Air Tools and Compressors-White & Cutter-BRU-Accessories-Consumer
2023-10-09,Lowes,Air Tools and Compressors,White & Cutter,BRU,Accessories,Consumer,168.64,91323.27,7.134020619,41,2022,Lowes-Air Tools and Compressors-White & Cutter-BRU-Accessories-Consumer
2023-10-16,Lowes,Air Tools and Compressors,White & Cutter,BRU,Accessories,Consumer,179.71,91502.98,7.260869565,42,2022,Lowes-Air Tools and Compressors-White & Cutter-BRU-Accessories-Consumer
2023-10-23,Lowes,Air Tools and Compressors,White & Cutter,BRU,Accessories,Consumer,219.28,91722.26,4.462809917,43,2022,Lowes-Air Tools and Compressors-White & Cutter-BRU-Accessories-Consumer
2023-10-30,Lowes,Air Tools and Compressors,White & Cutter,BRU,Accessories,Consumer,0,-4.98,19.33333333,44,2022,Lowes-Air Tools and Compressors-White & Cutter-BRU-Accessories-Consumer
2020-12-29,Lowes,Wood Working Tools,UNBOLT,TPG,Pro PT,Pro,132590.37,10734427.14,29.05698883,52,2019,Lowes-Wood Working Tools-UNBOLT-TPG-Pro PT-Pro
2021-01-05,Lowes,Wood Working Tools,UNBOLT,TPG,Pro PT,Pro,162579.11,162579.11,32.28276294,1,2020,Lowes-Wood Working Tools-UNBOLT-TPG-Pro PT-Pro
2021-01-19,Lowes,Wood Working Tools,UNBOLT,TPG,Pro PT,Pro,221763.99,604478.19,28.55156695,3,2020,Lowes-Wood Working Tools-UNBOLT-TPG-Pro PT-Pro
2021-01-26,Lowes,Wood Working Tools,UNBOLT,TPG,Pro PT,Pro,212794.31,817272.5,26.52166945,4,2020,Lowes-Wood Working Tools-UNBOLT-TPG-Pro PT-Pro
2021-02-02,Lowes,Wood Working Tools,UNBOLT,TPG,Pro PT,Pro,218930.71,1036203.21,25.18465303,5,2020,Lowes-Wood Working Tools-UNBOLT-TPG-Pro PT-Pro
2021-02-09,Lowes,Wood Working Tools,UNBOLT,TPG,Pro PT,Pro,200465.67,1236668.88,25.55179347,6,2020,Lowes-Wood Working Tools-UNBOLT-TPG-Pro PT-Pro
2021-02-16,Lowes,Wood Working Tools,UNBOLT,TPG,Pro PT,Pro,199956.99,1436625.87,27.07103589,7,2020,Lowes-Wood Working Tools-UNBOLT-TPG-Pro PT-Pro
2021-02-23,Lowes,Wood Working Tools,UNBOLT,TPG,Pro PT,Pro,215642.27,1652268.14,26.49816288,8,2020,Lowes-Wood Working Tools-UNBOLT-TPG-Pro PT-Pro
2021-03-01,Lowes,Wood Working Tools,UNBOLT,TPG,Pro PT,Pro,214332.8,1866600.94,27.55899102,9,2020,Lowes-Wood Working Tools-UNBOLT-TPG-Pro PT-Pro
2021-03-08,Lowes,Wood Working Tools,UNBOLT,TPG,Pro PT,Pro,222994.13,2089595.07,27.24503017,10,2020,Lowes-Wood Working Tools-UNBOLT-TPG-Pro PT-Pro
2021-03-15,Lowes,Wood Working Tools,UNBOLT,TPG,Pro PT,Pro,221469.28,2311064.35,25.95454545,11,2020,Lowes-Wood Working Tools-UNBOLT-TPG-Pro PT-Pro
2021-03-22,Lowes,Wood Working Tools,UNBOLT,TPG,Pro PT,Pro,218669.2,2529733.55,25.51221899,12,2020,Lowes-Wood Working Tools-UNBOLT-TPG-Pro PT-Pro
2021-03-29,Lowes,Wood Working Tools,UNBOLT,TPG,Pro PT,Pro,214789.81,2744523.36,25.17354242,13,2020,Lowes-Wood Working Tools-UNBOLT-TPG-Pro PT-Pro
2021-04-05,Lowes,Wood Working Tools,UNBOLT,TPG,Pro PT,Pro,219743.14,2964266.5,25.3443233,14,2020,Lowes-Wood Working Tools-UNBOLT-TPG-Pro PT-Pro
2021-04-12,Lowes,Wood Working Tools,UNBOLT,TPG,Pro PT,Pro,216676.5,3180943,25.44623164,15,2020,Lowes-Wood Working Tools-UNBOLT-TPG-Pro PT-Pro
2021-04-19,Lowes,Wood Working Tools,UNBOLT,TPG,Pro PT,Pro,229222.07,3410165.07,25.44164853,16,2020,Lowes-Wood Working Tools-UNBOLT-TPG-Pro PT-Pro
2021-04-26,Lowes,Wood Working Tools,UNBOLT,TPG,Pro PT,Pro,277773.31,3687938.38,23.81197774,17,2020,Lowes-Wood Working Tools-UNBOLT-TPG-Pro PT-Pro
2021-05-03,Lowes,Wood Working Tools,UNBOLT,TPG,Pro PT,Pro,274576.78,3962515.16,22.42594448,18,2020,Lowes-Wood Working Tools-UNBOLT-TPG-Pro PT-Pro
2021-05-10,Lowes,Wood Working Tools,UNBOLT,TPG,Pro PT,Pro,284181.28,4246696.44,20.61163312,19,2020,Lowes-Wood Working Tools-UNBOLT-TPG-Pro PT-Pro
2021-05-17,Lowes,Wood Working Tools,UNBOLT,TPG,Pro PT,Pro,288721.51,4535417.95,19.23530377,20,2020,Lowes-Wood Working Tools-UNBOLT-TPG-Pro PT-Pro
2021-05-24,Lowes,Wood Working Tools,UNBOLT,TPG,Pro PT,Pro,264182.92,4799600.87,19.05084226,21,2020,Lowes-Wood Working Tools-UNBOLT-TPG-Pro PT-Pro
2021-05-31,Lowes,Wood Working Tools,UNBOLT,TPG,Pro PT,Pro,247112.72,5046713.59,19.37129051,22,2020,Lowes-Wood Working Tools-UNBOLT-TPG-Pro PT-Pro
2021-06-07,Lowes,Wood Working Tools,UNBOLT,TPG,Pro PT,Pro,261948.89,5308662.48,19.8651302,23,2020,Lowes-Wood Working Tools-UNBOLT-TPG-Pro PT-Pro
2021-06-14,Lowes,Wood Working Tools,UNBOLT,TPG,Pro PT,Pro,252487.84,5561150.32,20.5477146,24,2020,Lowes-Wood Working Tools-UNBOLT-TPG-Pro PT-Pro
2021-06-21,Lowes,Wood Working Tools,UNBOLT,TPG,Pro PT,Pro,260597.43,5821747.75,21.51425873,25,2020,Lowes-Wood Working Tools-UNBOLT-TPG-Pro PT-Pro
2021-06-28,Lowes,Wood Working Tools,UNBOLT,TPG,Pro PT,Pro,247522.23,6069269.98,20.9585379,26,2020,Lowes-Wood Working Tools-UNBOLT-TPG-Pro PT-Pro
2021-07-05,Lowes,Wood Working Tools,UNBOLT,TPG,Pro PT,Pro,241762.54,6311032.52,21.09660105,27,2020,Lowes-Wood Working Tools-UNBOLT-TPG-Pro PT-Pro
2021-07-12,Lowes,Wood Working Tools,UNBOLT,TPG,Pro PT,Pro,231569.72,6542602.24,22.79676116,28,2020,Lowes-Wood Working Tools-UNBOLT-TPG-Pro PT-Pro
2021-07-19,Lowes,Wood Working Tools,UNBOLT,TPG,Pro PT,Pro,248467.45,6791069.69,23.56483904,29,2020,Lowes-Wood Working Tools-UNBOLT-TPG-Pro PT-Pro
2021-07-26,Lowes,Wood Working Tools,UNBOLT,TPG,Pro PT,Pro,243876.77,7034946.46,23.34496979,30,2020,Lowes-Wood Working Tools-UNBOLT-TPG-Pro PT-Pro
2021-08-02,Lowes,Wood Working Tools,UNBOLT,TPG,Pro PT,Pro,236871.37,7271817.83,23.53745543,31,2020,Lowes-Wood Working Tools-UNBOLT-TPG-Pro PT-Pro
2021-08-09,Lowes,Wood Working Tools,UNBOLT,TPG,Pro PT,Pro,239490.09,7511307.92,22.82958718,32,2020,Lowes-Wood Working Tools-UNBOLT-TPG-Pro PT-Pro
2021-08-16,Lowes,Wood Working Tools,UNBOLT,TPG,Pro PT,Pro,244064.7,7755372.62,22.87240729,33,2020,Lowes-Wood Working Tools-UNBOLT-TPG-Pro PT-Pro
2021-08-23,Lowes,Wood Working Tools,UNBOLT,TPG,Pro PT,Pro,246495.57,8001868.19,22.58197624,34,2020,Lowes-Wood Working Tools-UNBOLT-TPG-Pro PT-Pro
2021-08-30,Lowes,Wood Working Tools,UNBOLT,TPG,Pro PT,Pro,238786.59,8240654.78,22.69796126,35,2020,Lowes-Wood Working Tools-UNBOLT-TPG-Pro PT-Pro
2021-09-06,Lowes,Wood Working Tools,UNBOLT,TPG,Pro PT,Pro,233255.08,8473909.86,23.08043682,36,2020,Lowes-Wood Working Tools-UNBOLT-TPG-Pro PT-Pro
2021-09-13,Lowes,Wood Working Tools,UNBOLT,TPG,Pro PT,Pro,233002.34,8725608.72,23.76114098,37,2020,Lowes-Wood Working Tools-UNBOLT-TPG-Pro PT-Pro
2021-09-20,Lowes,Wood Working Tools,UNBOLT,TPG,Pro PT,Pro,239666.11,8965274.83,23.2944178,38,2020,Lowes-Wood Working Tools-UNBOLT-TPG-Pro PT-Pro
2021-09-27,Lowes,Wood Working Tools,UNBOLT,TPG,Pro PT,Pro,242419.19,9207694.02,22.88171649,39,2020,Lowes-Wood Working Tools-UNBOLT-TPG-Pro PT-Pro
2021-10-04,Lowes,Wood Working Tools,UNBOLT,TPG,Pro PT,Pro,244228.6,9451922.62,22.48604953,40,2020,Lowes-Wood Working Tools-UNBOLT-TPG-Pro PT-Pro
2021-10-11,Lowes,Wood Working Tools,UNBOLT,TPG,Pro PT,Pro,259806.51,9711729.13,21.03176086,41,2020,Lowes-Wood Working Tools-UNBOLT-TPG-Pro PT-Pro
2021-10-18,Lowes,Wood Working Tools,UNBOLT,TPG,Pro PT,Pro,235080.33,9946809.46,20.76893956,42,2020,Lowes-Wood Working Tools-UNBOLT-TPG-Pro PT-Pro
2021-10-25,Lowes,Wood Working Tools,UNBOLT,TPG,Pro PT,Pro,237896.05,10184705.51,20.75409403,43,2020,Lowes-Wood Working Tools-UNBOLT-TPG-Pro PT-Pro
2021-11-01,Lowes,Wood Working Tools,UNBOLT,TPG,Pro PT,Pro,224211.75,10408917.26,21.81510893,44,2020,Lowes-Wood Working Tools-UNBOLT-TPG-Pro PT-Pro
2021-11-08,Lowes,Wood Working Tools,UNBOLT,TPG,Pro PT,Pro,240108.77,10649026.03,22.43863179,45,2020,Lowes-Wood Working Tools-UNBOLT-TPG-Pro PT-Pro
2021-11-15,Lowes,Wood Working Tools,UNBOLT,TPG,Pro PT,Pro,242242.77,10891268.8,22.35490567,46,2020,Lowes-Wood Working Tools-UNBOLT-TPG-Pro PT-Pro
2021-11-22,Lowes,Wood Working Tools,UNBOLT,TPG,Pro PT,Pro,254618,11145887,22.41263209,47,2020,Lowes-Wood Working Tools-UNBOLT-TPG-Pro PT-Pro
2021-11-29,Lowes,Wood Working Tools,UNBOLT,TPG,Pro PT,Pro,204815.6,11350702.69,23.10717785,48,2020,Lowes-Wood Working Tools-UNBOLT-TPG-Pro PT-Pro
2021-12-06,Lowes,Wood Working Tools,UNBOLT,TPG,Pro PT,Pro,249437.95,11600140.64,23.17668894,49,2020,Lowes-Wood Working Tools-UNBOLT-TPG-Pro PT-Pro
2021-12-13,Lowes,Wood Working Tools,UNBOLT,TPG,Pro PT,Pro,256605.24,11856745.88,23.42457878,50,2020,Lowes-Wood Working Tools-UNBOLT-TPG-Pro PT-Pro
2021-12-20,Lowes,Wood Working Tools,UNBOLT,TPG,Pro PT,Pro,224661.17,12081407.05,24.0569838,51,2020,Lowes-Wood Working Tools-UNBOLT-TPG-Pro PT-Pro
2021-12-27,Lowes,Wood Working Tools,UNBOLT,TPG,Pro PT,Pro,174313.69,12255720.74,25.19576702,52,2020,Lowes-Wood Working Tools-UNBOLT-TPG-Pro PT-Pro
2022-01-03,Lowes,Wood Working Tools,UNBOLT,TPG,Pro PT,Pro,266853.41,266853.41,25.31563876,1,2021,Lowes-Wood Working Tools-UNBOLT-TPG-Pro PT-Pro
2022-01-10,Lowes,Wood Working Tools,UNBOLT,TPG,Pro PT,Pro,276620.03,543473.44,23.61572811,2,2021,Lowes-Wood Working Tools-UNBOLT-TPG-Pro PT-Pro
2022-01-17,Lowes,Wood Working Tools,UNBOLT,TPG,Pro PT,Pro,269750.92,813224.36,22.17842289,3,2021,Lowes-Wood Working Tools-UNBOLT-TPG-Pro PT-Pro
2022-01-24,Lowes,Wood Working Tools,UNBOLT,TPG,Pro PT,Pro,247750.53,1060974.89,21.61855405,4,2021,Lowes-Wood Working Tools-UNBOLT-TPG-Pro PT-Pro
2022-01-31,Lowes,Wood Working Tools,UNBOLT,TPG,Pro PT,Pro,238003.01,1298977.9,21.89403368,5,2021,Lowes-Wood Working Tools-UNBOLT-TPG-Pro PT-Pro
2022-02-07,Lowes,Wood Working Tools,UNBOLT,TPG,Pro PT,Pro,219948.23,1518926.13,23.51841352,6,2021,Lowes-Wood Working Tools-UNBOLT-TPG-Pro PT-Pro
2022-02-14,Lowes,Wood Working Tools,UNBOLT,TPG,Pro PT,Pro,190411.94,1709338.07,25.91946627,7,2021,Lowes-Wood Working Tools-UNBOLT-TPG-Pro PT-Pro
2022-02-21,Lowes,Wood Working Tools,UNBOLT,TPG,Pro PT,Pro,248625.24,1957963.31,25.86202269,8,2021,Lowes-Wood Working Tools-UNBOLT-TPG-Pro PT-Pro
2022-02-28,Lowes,Wood Working Tools,UNBOLT,TPG,Pro PT,Pro,250598.72,2208562.03,25.19946096,9,2021,Lowes-Wood Working Tools-UNBOLT-TPG-Pro PT-Pro
2022-03-07,Lowes,Wood Working Tools,UNBOLT,TPG,Pro PT,Pro,255482.23,2464044.26,24.4885454,10,2021,Lowes-Wood Working Tools-UNBOLT-TPG-Pro PT-Pro
2022-03-14,Lowes,Wood Working Tools,UNBOLT,TPG,Pro PT,Pro,258261.4,2722305.66,23.10085229,11,2021,Lowes-Wood Working Tools-UNBOLT-TPG-Pro PT-Pro
